,backers_count,blurb,category_id,category_name,category_name_slug,category_position,currency_type,date_created,date_end,date_launched,date_obtained,game_id,game_name,game_name_slug,ks_state,location_id,location_name,money_goal,money_pledged,date_created_epoch,date_launched_epoch,date_end_epoch,year_created,month_created,day_created,hour_created,year_launched,month_launched,day_launched,hour_launched,year_end,month_end,day_end,hour_end,year_obtained,month_obtained,day_obtained
293,13,"The Game of Color Matching, Fruit Flipping FUN!",34,Tabletop Games,games/tabletop games,6,USD,2017 04 10 09:33:48,2018 06 12 19:00:00,2018 05 12 12:12:46,2018-05-17,2049720268,Fruit Flip!,fruit-flip,live,2394734.0,Durham,11500,398.0,1491831228,1526141566,1528844400,2017,4,10,9,2018,5,12,12,2018,6,12,19,2018,05,17
294,27,75mm and 35mm highly detailed resin female miniatures,34,Tabletop Games,games/tabletop games,6,USD,2018 04 21 09:07:16,2018 06 11 11:33:15,2018 05 12 11:33:15,2018-05-17,951207339,75mm High Quality Resin Dangerous Ladies Miniatures,75mm-high-quality-resin-dangerous-ladies-miniature,live,1103816.0,Melbourne,8000,1484.32,1524316036,1526139195,1528731195,2018,4,21,9,2018,5,12,11,2018,6,11,11,2018,05,17
295,41,"8 huge, full-color, hardcover books describing more than 1,300 monsters, each in a wide variety of difficulties/CRs, for 5E/Pathfinder.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 18 09:54:37,2018 06 11 11:30:50,2018 05 12 11:30:50,2018-05-17,1787052658,Aquilae:Expanded Bestiary of the Realm (Pathfinder/5E/OSRIC),aquilae-expanded-bestiary-of-the-realm-pathfinder,live,2444567.0,Malvern,2000,6538.0,1524059677,1526139050,1528731050,2018,4,18,9,2018,5,12,11,2018,6,11,11,2018,05,17
296,276,"Scans report no life signs, comms online but unresponsive. Your task, discover the fate of the crew, save the SSO, save humanity.",34,Tabletop Games,games/tabletop games,6,USD,2018 03 06 06:51:17,2018 06 16 07:00:57,2018 05 12 07:00:57,2018-05-17,1891634544,"SSO: A Semi-Co-op, Narrative, Sci-fi game for 1-6 players",sso-a-semi-co-op-narrative-sci-fi-game-for-1-6-pla,live,12602173.0,Kent,6000,5128.0,1520337077,1526122857,1529146857,2018,3,6,6,2018,5,12,7,2018,6,16,7,2018,05,17
297,5,The Earth Wars Saga: Galactic War 2  is a counters based game styled after a miniature war game.,34,Tabletop Games,games/tabletop games,6,USD,2018 05 11 21:12:54,2018 06 11 02:26:02,2018 05 12 02:26:02,2018-05-17,270478804,The Earth Wars Saga Galactic War 2 Main Event,the-earth-wars-saga-galactic-war-2-main-event,live,2180.0,Saskatoon,5000,471.29,1526087574,1526106362,1528698362,2018,5,11,21,2018,5,12,2,2018,6,11,2,2018,05,17
375,11,32mm Mobster miniatures inspired by Hong Kong action movies and other mob movies.,34,Tabletop Games,games/tabletop games,6,USD,2018 05 13 09:40:02,2018 05 31 23:00:00,2018 05 14 10:00:14,2018-05-17,1855213829,Mobster Miniatures,mobster-miniatures,live,2407517.0,Fresno,1000,572.0,1526218802,1526306414,1527822000,2018,5,13,9,2018,5,14,10,2018,5,31,23,2018,05,17
376,35,A box of 36 28mm hard plastic miniatures for French Infantry of the Seven Years War.,34,Tabletop Games,games/tabletop games,6,USD,2018 05 08 12:21:05,2018 06 13 08:45:30,2018 05 14 08:45:30,2018-05-17,1873752712,ebor miniatures 28mm Seven Years War French Infantry,ebor-miniatures-28mm-seven-years-war-french-infant,live,12602195.0,North Yorkshire,40000,1693.0,1525796465,1526301930,1528893930,2018,5,8,12,2018,5,14,8,2018,6,13,8,2018,05,17
377,887,"A fantasy city exploration game with item customization, character mood control, and cooperative/competitive mode.",34,Tabletop Games,games/tabletop games,6,USD,2018 03 29 04:02:51,2018 06 06 02:00:00,2018 05 14 02:10:27,2018-05-17,1526132990,Crisis at Steamfall,crisis-at-steamfall,live,12617003.0,Rzgów,50000,70546.0,1522310571,1526278227,1528264800,2018,3,29,4,2018,5,14,2,2018,6,6,2,2018,05,17
440,43,Up to 4 survivors must try to fill their bellies while preventing each other from eating in this post-apocalypse card game.,34,Tabletop Games,games/tabletop games,6,USD,2018 04 23 05:32:17,2018 06 28 23:12:25,2018 04 29 23:12:25,2018-05-17,227023818,Dystopic Delicacy Card Game,dystopic-delicacy,live,12723.0,Birmingham,8100,850.0,1524475937,1525057945,1530241945,2018,4,23,5,2018,4,29,23,2018,6,28,23,2018,05,17
441,25,"Escape From Kute-thulhu is a card game inspired by Lovecraft's Cthulhu mythos, and my own burning desire to annoy all of my friends.",34,Tabletop Games,games/tabletop games,6,USD,2018 03 28 13:35:14,2018 06 01 07:00:00,2018 04 29 06:12:02,2018-05-17,2057469293,Escape From Kute-Thulhu,escape-from-kute-thulhu-a-card-game-by-carlo-horni,live,17044.0,Coventry,9038,615.0,1522258514,1524996722,1527850800,2018,3,28,13,2018,4,29,6,2018,6,1,7,2018,05,17
442,239,A fantastic new MEGADUNGEON for Labyrinth Lord and other Old School Role-Playing Games. Designed by Barrowmaze author Greg Gillespie.,34,Tabletop Games,games/tabletop games,6,USD,2013 11 23 12:04:00,2018 05 23 19:40:45,2018 04 28 19:40:45,2018-05-17,716072316,Barrowmaze: HighFell - The Drifting Dungeon,barrowmaze-highfell-the-drifting-dungeon,live,4125.0,Hamilton,10000,19919.29,1385226240,1524958845,1527118845,2013,11,23,12,2018,4,28,19,2018,5,23,19,2018,05,17
443,19,"OPTTACON: Prime - A New Annual Tabletop Gaming Convention on the Olympic Peninsula. August 3rd, 4th, and 5th",34,Tabletop Games,games/tabletop games,6,USD,2018 04 24 00:12:04,2018 05 27 14:12:02,2018 04 28 14:12:02,2018-05-17,631286136,OPTTACON 2018,opttacon-2018,live,2490869.0,Sequim,1009,1406.0,1524543124,1524939122,1527444722,2018,4,24,0,2018,4,28,14,2018,5,27,14,2018,05,17
465,0,"Educational and Fun! Learn about your government and country.
Help me fund this exciting project. Knowledge Is Power... and Fun!",34,Tabletop Games,games/tabletop games,6,USD,2018 03 07 15:02:41,2018 06 08 20:05:36,2018 04 09 20:05:36,2018-05-17,1056285448,The Original U.S. History and Path to Citizenship Game,the-original-us-history-and-path-to-citizenship-ga,live,2492259.0,Shelton,30000,0.0,1520452961,1523318736,1528502736,2018,3,7,15,2018,4,9,20,2018,6,8,20,2018,05,17
466,408,"Avec 7 cartes picto, faites deviner: films, chansons, lieux, BD… /
With 7 picto cards, guess: a film, a song, a place, a comic...",34,Tabletop Games,games/tabletop games,6,USD,2018 03 29 16:38:11,2018 05 17 18:20:27,2018 04 09 18:20:27,2018-05-17,1212859713,Imaginez Pictez Faites deviner / Imagine it Guess it Pict it,imaginez-pictez-faites-deviner-imagine-it-guess-it,live,12649608.0,Montreuil-sous-Bois,8000,12510.0,1522355891,1523312427,1526595627,2018,3,29,16,2018,4,9,18,2018,5,17,18,2018,05,17
467,65,LFG Stickers (and Pins!) for Tabletop Gamers.,34,Tabletop Games,games/tabletop games,6,USD,2018 04 07 11:13:00,2018 06 06 20:35:52,2018 04 07 20:35:52,2018-05-17,164449233,LFG Stickers (and Pins!) for Tabletop Gamers,lfg-stickers-and-pins-for-tabletop-gamers,live,2438841.0,Lexington,2000,541.0,1523113980,1523147752,1528331752,2018,4,7,11,2018,4,7,20,2018,6,6,20,2018,05,17
468,6,Syystem:  Table-Top Role Playing Game ... set in a world where the laws of the Syystem are breaking down.  Nothing runs like it should.,34,Tabletop Games,games/tabletop games,6,USD,2018 03 27 20:27:37,2018 06 03 00:15:56,2018 04 04 00:15:56,2018-05-17,1383157737,"Syystem, The Role-Playing Game, A Sci-Fi/Fantasy Compilation",syystem-the-role-playing-game-a-sci-fi-fantasy-com,live,2498315.0,Springfield,10000,551.0,1522196857,1522815356,1527999356,2018,3,27,20,2018,4,4,0,2018,6,3,0,2018,05,17
679,68,Two mythical games of ancient Egypt,34,Tabletop Games,games/tabletop games,6,USD,2018 03 31 14:24:05,2018 05 17 07:43:14,2018 04 02 07:43:14,2018-05-17,725823061,Senet & Aseb,senet-and-aseb,live,753692.0,Barcelona,4500,2972.0,1522520645,1522669394,1526557394,2018,3,31,14,2018,4,2,7,2018,5,17,7,2018,05,17
680,18,A Board Game for EACH Month of the Year!,34,Tabletop Games,games/tabletop games,6,USD,2018 03 05 20:46:28,2018 05 30 00:18:00,2018 03 31 02:03:13,2018-05-17,342641178,12 SEASONS,12-seasons,live,2498525.0,Springville,15000,1003.0,1520300788,1522476193,1527653880,2018,3,5,20,2018,3,31,2,2018,5,30,0,2018,05,17
681,51,"Juego de rol postapocalíptico en un enorme bosque, donde los jugadores deberán enfrentar grandes peligros para encontrar la redención",34,Tabletop Games,games/tabletop games,6,USD,2018 03 22 21:06:45,2018 05 24 18:52:53,2018 03 25 18:52:53,2018-05-17,1798570609,Summerland RPG Edición Definitiva en Español,summerland-rpg-edicion-definitiva-en-espanol,live,55889096.0,Mexico,150000,30900.0,1521767205,1522018373,1527202373,2018,3,22,21,2018,3,25,18,2018,5,24,18,2018,05,17
682,4,"This game has players collecting energy, money, and community tokens to gain experience, reputation, and green living initiatives.",34,Tabletop Games,games/tabletop games,6,USD,2018 03 12 20:53:14,2018 05 22 11:22:29,2018 03 23 11:22:29,2018-05-17,1115632347,Paper Town - the board game that connects you to your world,paper-town-the-board-game-that-connects-you-to-you,live,3799.0,Amherst,30000,181.0,1520902394,1521818549,1527002549,2018,3,12,20,2018,3,23,11,2018,5,22,11,2018,05,17
783,33,A leather slip cover for Role Playing Game books.,34,Tabletop Games,games/tabletop games,6,USD,2018 05 05 16:12:36,2018 06 04 20:24:24,2018 05 05 20:24:24,2018-05-17,1065551633,RPG Book Leather Cover,rpg-book-leather-cover,live,9807.0,Vancouver,2500,2811.29,1525551156,1525566264,1528158264,2018,5,5,16,2018,5,5,20,2018,6,4,20,2018,05,17
784,321,"A Fantasy Tabletop Board Game with strikingly detailed miniatures, intense  strategy, resource collecting, and upgradable structures.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 19 19:11:07,2018 06 02 21:00:00,2018 05 05 17:38:54,2018-05-17,1795396425,Towers of Conquest,towers-of-conquest,live,2464337.0,Ogden,55000,57840.0,1524179467,1525556334,1527987600,2018,4,19,19,2018,5,5,17,2018,6,2,21,2018,05,17
785,34,"A virtual tabletop, In 3D. Aegis Online can help make your minis and fantasy worlds come to life with hours of joy, and failed rolls!",34,Tabletop Games,games/tabletop games,6,USD,2018 04 05 06:01:08,2018 06 03 20:17:39,2018 05 04 20:17:39,2018-05-17,672503912,Aegis Online - The 3D Online Tabletop,aegis-online-the-3d-online-tabletop,live,2490383.0,Seattle,50000,1076.0,1522922468,1525479459,1528071459,2018,4,5,6,2018,5,4,20,2018,6,3,20,2018,05,17
786,13,Civil Unrest is a two player strategic board game with miniatures set in an alternative modern day fantasy world.,34,Tabletop Games,games/tabletop games,6,USD,2017 12 26 12:38:51,2018 06 03 18:58:24,2018 05 04 18:58:24,2018-05-17,2112671964,Civil Unrest: The Board Game,civil-unrest-the-board-game,live,2512106.0,Victorville,20000,577.0,1514309931,1525474704,1528066704,2017,12,26,12,2018,5,4,18,2018,6,3,18,2018,05,17
787,175,"Creatures of Vathis: Volume One is a 150 page bestiary compatible with D&D 5th Edition, with Pathfinder rules as a stretch goal.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 05 20:05:23,2018 06 03 18:33:45,2018 05 04 18:33:45,2018-05-17,679115621,Creatures of Vathis: Volume One (D&D 5e) (PF Stretch Goal),creatures-of-vathis-volume-one-dandd-5e-pf-stretch,live,2381475.0,Cleveland,4000,6847.0,1522973123,1525473225,1528065225,2018,4,5,20,2018,5,4,18,2018,6,3,18,2018,05,17
997,1960,"Alhambra with all new artwork, upgraded components and exclusive expansions of world-famous designers!",34,Tabletop Games,games/tabletop games,6,USD,2018 02 19 11:10:51,2018 05 25 09:59:49,2018 04 25 09:59:49,2018-05-17,153974489,Alhambra Designers' Edition,alhambra-designers-edition,live,667931.0,Cologne,10000,248521.0,1519056651,1524664789,1527256789,2018,2,19,11,2018,4,25,9,2018,5,25,9,2018,05,17
998,133,Spark your child's imagination with nearly 100 ways to read this fairy tale and 20 different endings to the story!,34,Tabletop Games,games/tabletop games,6,USD,2017 08 02 12:24:45,2018 05 25 07:23:15,2018 04 25 07:23:15,2018-05-17,1924191382,GameTale: First of Its Kind Gamebook for Little Children,gametale-first-of-its-kind-gamebook-for-little-chi,live,834693.0,Arnautito,6500,3022.0,1501691085,1524655395,1527247395,2017,8,2,12,2018,4,25,7,2018,5,25,7,2018,05,17
999,35,"The Barbarians are coming!! 28-32mm fantasy miniatures and scenery for Wargames, Dungeon Crawlers and Role Games.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 11 10:38:10,2018 05 25 05:59:20,2018 04 25 05:59:20,2018-05-17,840796836,The Barbarians Warband,the-barbarians-warband,live,766273.0,Madrid,1000,2064.0,1523457490,1524650360,1527242360,2018,4,11,10,2018,4,25,5,2018,5,25,5,2018,05,17
1000,13,Miniatures for 32mm boardgame,34,Tabletop Games,games/tabletop games,6,USD,2018 01 19 13:15:46,2018 05 25 04:39:48,2018 04 25 04:39:48,2018-05-17,1788952317,SURVIVORS,survivors,live,12657707.0,Fuveau,1000,442.0,1516385746,1524645588,1527237588,2018,1,19,13,2018,4,25,4,2018,5,25,4,2018,05,17
1001,34,"Help make our community's 2018 tabletop gaming convention bigger and better than ever, located right here in the Heartland!",34,Tabletop Games,games/tabletop games,6,USD,2018 04 20 09:50:52,2018 06 05 22:00:00,2018 04 24 18:50:31,2018-05-17,563560430,TsunamiCon 2018 Wichita's Premier Tabletop Gaming Convention,tsunamicon-2018-wichitas-premier-tabletop-gaming-c,live,2520077.0,Wichita,3200,2341.0,1524232252,1524610231,1528250400,2018,4,20,9,2018,4,24,18,2018,6,5,22,2018,05,17
1002,52,"Socks! The Game is a 4-6 player card game about the horrible truth about missing socks, and why there is always that odd one left...",34,Tabletop Games,games/tabletop games,6,USD,2018 01 15 11:14:10,2018 05 24 18:03:36,2018 04 24 18:03:36,2018-05-17,90530707,Socks! The Game (CANCELLED),socks-the-game,live,906057.0,Stockholm,150000,21068.71,1516032850,1524607416,1527199416,2018,1,15,11,2018,4,24,18,2018,5,24,18,2018,05,17
1159,32,"Fast-paced memory training board game with STEAM-related content called Spin Matcher. This edition is about ""Mesmerizing Marine Life.""",34,Tabletop Games,games/tabletop games,6,USD,2018 04 27 19:06:21,2018 06 02 15:50:36,2018 05 03 15:50:36,2018-05-17,677639792,Spin Matcher: Mesmerizing Marine Life,spin-matcher-mesmerizing-marine-life,live,2492421.0,Sheridan,10000,9332.0,1524870381,1525377036,1527969036,2018,4,27,19,2018,5,3,15,2018,6,2,15,2018,05,17
1160,287,"An expansion for the bestselling Deadball, Deadball Year II makes the fastest baseball game on the market even easier to play.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 20 15:22:53,2018 05 24 11:22:23,2018 05 03 11:22:23,2018-05-17,1428391098,Deadball: Year II,deadball-year-ii,live,12589335.0,Brooklyn,500,6188.0,1524252173,1525360943,1527175343,2018,4,20,15,2018,5,3,11,2018,5,24,11,2018,05,17
1161,46,Fun Programming Card Game in JavaScript for Software Developers,34,Tabletop Games,games/tabletop games,6,USD,2018 04 07 14:25:56,2018 06 02 11:12:41,2018 05 03 11:12:41,2018-05-17,94496224,CodeCardCodingCards,codecardcodingcards,live,890869.0,Gothenburg,88000,12742.91,1523125556,1525360361,1527952361,2018,4,7,14,2018,5,3,11,2018,6,2,11,2018,05,17
1162,106,Legendary Pants is publishing a complete near-future expansion for the 5th edition of the world's greatest roleplaying game.,34,Tabletop Games,games/tabletop games,6,USD,2018 04 17 14:16:33,2018 06 02 11:09:39,2018 05 03 11:09:39,2018-05-17,1173002423,"core::2050, The Future of 5e",core-2050-the-future-of-5e,live,2471217.0,Philadelphia,30000,4814.0,1523988993,1525360179,1527952179,2018,4,17,14,2018,5,3,11,2018,6,2,11,2018,05,17
1335,121,A quality game bag at a reasonable price you can decorate with Board Game themed Morale patches,34,Tabletop Games,games/tabletop games,6,USD,2018 04 05 13:55:06,2018 06 06 20:20:12,2018 05 07 20:20:12,2018-05-17,1681439789,Tactical Meeple Depot Game Bag,tactical-meeple-depot-game-bag,live,2487889.0,San Diego,25000,4723.0,1522950906,1525738812,1528330812,2018,4,5,13,2018,5,7,20,2018,6,6,20,2018,05,17
1336,145,Godslayer Battlebox and Wave-2 Starter-boxes,34,Tabletop Games,games/tabletop games,6,USD,2017 05 01 18:59:21,2018 06 11 17:14:50,2018 05 07 17:14:50,2018-05-17,1827204788,Godslayer - Blood & Bronze,godslayer-blood-and-bronze,live,44418.0,London,40000,15567.0,1493679561,1525727690,1528751690,2017,5,1,18,2018,5,7,17,2018,6,11,17,2018,05,17
1337,791,Now Steve Jackson’s award-winning Ogre Miniatures rulebook is back!,34,Tabletop Games,games/tabletop games,6,USD,2018 05 01 18:47:15,2018 05 25 18:04:00,2018 05 07 15:12:27,2018-05-17,1782308058,Ogre Miniatures Second Edition Rulebook,ogre-miniatures-second-edition-rulebook,live,2357536.0,Austin,25000,51188.0,1525214835,1525720347,1527285840,2018,5,1,18,2018,5,7,15,2018,5,25,18,2018,05,17
1338,2347,Master infinite combos of Artifacts in a fluid card-drafting game. Now in a Big Box with new Kingdoms and titular Overlords!,34,Tabletop Games,games/tabletop games,6,USD,2018 04 08 18:29:19,2018 05 25 15:00:00,2018 05 07 14:02:27,2018-05-17,652576536,Enchanters: Overlords,enchanters-overlords,live,502075.0,Krakow,27000,127591.0,1523226559,1525716147,1527274800,2018,4,8,18,2018,5,7,14,2018,5,25,15,2018,05,17
1339,117,Chronicle the mighty deeds of your RPG character and your epic campaign in this character journal and notebook for tabletop.,34,Tabletop Games,games/tabletop games,6,USD,2017 07 21 17:59:14,2018 06 06 12:56:33,2018 05 07 12:56:33,2018-05-17,1288232793,RPG Character Journal,rpg-character-journal,live,2465512.0,Omaha,1800,3211.0,1500674354,1525712193,1528304193,2017,7,21,17,2018,5,7,12,2018,6,6,12,2018,05,17
1340,39,"Fun. Laughter. Innuendo.

It's clever, and just a bit naughty. Like you.

Our ridiculous questions, your hilarious answers.",34,Tabletop Games,games/tabletop games,6,USD,2018 01 25 21:14:34,2018 06 01 20:00:00,2018 05 07 12:11:50,2018-05-17,1240536280,Cunning Linguistics - The Cleverly Naughty Party Game,cunning-linguistics-the-cleverly-naughty-party-gam,live,4118.0,Toronto,20000,1552.29,1516932874,1525709510,1527897600,2018,1,25,21,2018,5,7,12,2018,6,1,20,2018,05,17
1341,127,Tufts made using unique static grass blends and various colors of flowers.,34,Tabletop Games,games/tabletop games,6,USD,2018 04 30 12:23:27,2018 05 27 23:59:00,2018 05 07 12:05:46,2018-05-17,1444126552,Scenic Grass Tufts and Flowers,scenic-grass-tufts-and-flowers,live,2381475.0,Cleveland,1000,7412.0,1525105407,1525709146,1527479940,2018,4,30,12,2018,5,7,12,2018,5,27,23,2018,05,17
1342,74,"A dice rolling, dungeon delving and boss fighting game for 1-4 player.",34,Tabletop Games,games/tabletop games,6,USD,2018 05 06 05:55:29,2018 06 06 10:07:40,2018 05 07 10:07:40,2018-05-17,488854466,Map Maker physical edition,map-makerphysical-version-envelope-series-one,live,1118370.0,Tokyo,100000,109509.0,1525600529,1525702060,1528294060,2018,5,6,5,2018,5,7,10,2018,6,6,10,2018,05,17
1552,163,"A fun game to master times tables, addition facts, geography and the civics of the Electoral College. Watch how much kids love it!",34,Tabletop Games,games/tabletop games,6,USD,2018 03 15 07:51:20,2018 05 19 00:07:02,2018 03 20 00:07:02,2018-05-17,704769289,Election Night! Learn your way to the White House,election-night-learn-your-way-to-the-white-house,live,2355942.0,Arlington,21000,21648.0,1521114680,1521518822,1526702822,2018,3,15,7,2018,3,20,0,2018,5,19,0,2018,05,17
1584,16,"Die Vergessenen Chroniken - Nothing Stays Forgotten is a Tabletop RPG with fantasy elements beyond elves, dwarves and dragons.",34,Tabletop Games,games/tabletop games,6,USD,2017 12 04 17:35:31,2018 07 07 18:04:10,2018 05 08 18:04:10,2018-05-17,1058750772,Die Vergessenen Chroniken - Nothing Stays Forgotten,die-vergessenen-chroniken-nothing-stays-forgotten,live,675964.0,Monheim,16000,1038.0,1512426931,1525817050,1531001050,2017,12,4,17,2018,5,8,18,2018,7,7,18,2018,05,17
1585,17,The Pastime of People Watching combines with the Social Comradery of a Card Game to create a new LIVE Streaming Genre!,34,Tabletop Games,games/tabletop games,6,USD,2018 01 11 12:21:20,2018 06 07 15:03:31,2018 05 08 15:03:31,2018-05-17,1045946311,FREQUENCY - The LIVE Stream People Watching Card Game,frequency-the-live-stream-people-watching-card-gam,live,2428182.0,Jackson,10000,1032.0,1515691280,1525806211,1528398211,2018,1,11,12,2018,5,8,15,2018,6,7,15,2018,05,17
1586,65,"Building a board games bar and community in Greenwich, UK.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 06 13:22:39,2018 06 07 14:30:47,2018 05 08 14:30:47,2018-05-17,1114515550,The Thirsty Dragon Board Games Bar and Cafe,the-thirsty-dragon-board-games-bar-and-cafe,live,12695828.0,London Borough of Greenwich,3000,3764.0,1523035359,1525804247,1528396247,2018,4,6,13,2018,5,8,14,2018,6,7,14,2018,05,17
1587,272,"A social deduction horror-survival card game set within a mysterious forest, inexplicably warped by dark magic.",34,Tabletop Games,games/tabletop games,6,USD,2017 09 05 16:15:48,2018 06 08 23:59:00,2018 05 08 14:01:42,2018-05-17,1939539195,Forsaken Forest,forsaken-forest,live,2459115.0,New York,30000,11589.1,1504642548,1525802502,1528516740,2017,9,5,16,2018,5,8,14,2018,6,8,23,2018,05,17
1588,75,"A first release of 28mm Pulp Spies and Patriots. A range of KGB, CIA, FBI and various henchmen are part of this kickstarter.",34,Tabletop Games,games/tabletop games,6,USD,2018 04 12 17:21:33,2018 05 29 22:00:00,2018 05 08 12:57:02,2018-05-17,730919343,Spies and Patriots 28mm Wargaming Miniatures,spies-and-patriots-28mm-wargaming-miniatures,live,2432913.0,Kinnelon,3000,5071.0,1523568093,1525798622,1527645600,2018,4,12,17,2018,5,8,12,2018,5,29,22,2018,05,17
1589,368,A new edition of Part-Time Gods that expands and enhances​ the core experience while adding tons of new material.,34,Tabletop Games,games/tabletop games,6,USD,2017 09 05 11:48:45,2018 06 10 19:15:00,2018 05 08 12:31:21,2018-05-17,207235984,Part-Time Gods Second Edition -- Tabletop RPG,part-time-gods-second-edition-tabletop-rpg,live,2443211.0,Lutz,5000,15534.0,1504626525,1525797081,1528672500,2017,9,5,11,2018,5,8,12,2018,6,10,19,2018,05,17
